respondent_id,xyz_vaccine,seasonal_vaccine
6602,0.14,0.54
6603,0.12,0.17
6604,0.12,0.48
6605,0.05,0.1
6606,0.13,0.5
6607,0.26,0.48
6608,0.04,0.12
6609,0.07,0.17
6610,0.07,0.37
6611,0.08,0.64
6612,0.12,0.29
6613,0.1,0.27
6614,0.12,0.14
6615,0.28,0.28
6616,0.12,0.13
6617,0.08,0.16
6618,0.31,0.22
6619,0.03,0.26
6620,0.03,0.03
6621,0.35,0.48
6622,0.11,0.22
6623,0.06,0.58
6624,0.09,0.53
6625,0.17,0.37
6626,0.01,0.02
6627,0.04,0.21
6628,0.55,0.69
6629,0.09,0.7
6630,0.26,0.78
6631,0.07,0.14
6632,0.03,0.1
6633,0.28,0.36
6634,0.16,0.22
6635,0.76,0.76
6636,0.3,0.86
6637,0.54,0.58
6638,0.13,0.27
6639,0.07,0.72
6640,0.53,0.47
6641,0.37,0.63
6642,0.24,0.35
6643,0.24,0.36
6644,0.09,0.56
6645,0.13,0.46
6646,0.15,0.29
6647,0.59,0.85
6648,0.82,0.88
6649,0.18,0.29
6650,0.8,0.86
6651,0.38,0.67
6652,0.19,0.92
6653,0.15,0.17
6654,0.46,0.56
6655,0.07,0.16
6656,0.16,0.77
6657,0.25,0.65
6658,0.43,0.68
6659,0.01,0.84
6660,0.09,0.76
6661,0.18,0.41
6662,0.19,0.7
6663,0.3,0.6
6664,0.77,0.85
6665,0.23,0.75
6666,0.21,0.39
6667,0.05,0.11
6668,0.02,0.09
6669,0.02,0.31
6670,0.08,0.65
6671,0.12,0.21
6672,0.6,0.77
6673,0.25,0.56
6674,0.24,0.64
6675,0.37,0.5
6676,0.04,0.35
6677,0.2,0.58
6678,0.1,0.5
6679,0.05,0.14
6680,0.03,0.08
6681,0.2,0.48
6682,0.05,0.58
6683,0.16,0.96
6684,0.16,0.45
6685,0.52,0.91
6686,0.35,0.61
6687,0.01,0.22
6688,0.31,0.38
6689,0.11,0.12
6690,0.18,0.2
6691,0.33,0.24
6692,0.12,0.47
6693,0.33,0.73
6694,0.05,0.15
6695,0.75,0.78
6696,0.1,0.26
6697,0.0,0.0
6698,0.43,0.51
6699,0.25,0.57
6700,0.46,0.63
6701,0.1,0.23
6702,0.11,0.29
6703,0.14,0.32
6704,0.02,0.08
6705,0.6,0.66
6706,0.1,0.34
6707,0.3,0.81
6708,0.55,0.62
6709,0.05,0.12
6710,0.68,0.67
6711,0.03,0.13
6712,0.69,0.92
6713,0.2,0.41
6714,0.16,0.84
6715,0.15,0.94
6716,0.01,0.08
6717,0.03,0.19
6718,0.04,0.08
6719,0.18,0.24
6720,0.17,0.56
6721,0.11,0.23
6722,0.13,0.75
6723,0.39,0.49
6724,0.52,0.82
6725,0.11,0.49
6726,0.87,0.93
6727,0.06,0.92
6728,0.45,0.68
6729,0.11,0.44
6730,0.11,0.54
6731,0.11,0.35
6732,0.14,0.12
6733,0.13,0.52
6734,0.34,0.34
6735,0.11,0.75
6736,0.1,0.16
6737,0.1,0.52
6738,0.15,0.29
6739,0.6,0.72
6740,0.27,0.67
6741,0.1,0.89
6742,0.03,0.22
6743,0.16,0.36
6744,0.17,0.37
6745,0.12,0.69
6746,0.57,0.5
6747,0.82,0.96
6748,0.08,0.95
6749,0.14,0.56
6750,0.24,0.51
6751,0.33,0.54
6752,0.34,0.49
6753,0.08,0.15
6754,0.04,0.71
6755,0.28,0.44
6756,0.05,0.32
6757,0.16,0.54
6758,0.11,0.65
6759,0.4,0.55
6760,0.7,0.78
6761,0.11,0.42
6762,0.07,0.88
6763,0.04,0.06
6764,0.02,0.12
6765,0.44,0.72
6766,0.55,0.79
6767,0.15,0.31
6768,0.09,0.17
6769,0.04,0.17
6770,0.45,0.45
6771,0.2,0.33
6772,0.12,0.75
6773,0.05,0.11
6774,0.27,0.95
6775,0.05,0.23
6776,0.04,0.12
6777,0.01,0.06
6778,0.06,0.19
6779,0.38,0.52
6780,0.07,0.22
6781,0.34,0.81
6782,0.23,0.34
6783,0.45,0.7
6784,0.38,0.58
6785,0.13,0.51
6786,0.35,0.72
6787,0.83,0.88
6788,0.13,0.33
6789,0.18,0.56
6790,0.18,0.61
6791,0.19,0.34
6792,0.05,0.69
6793,0.27,0.42
6794,0.02,0.08
6795,0.02,0.24
6796,0.34,0.27
6797,0.01,0.08
6798,0.22,0.42
6799,0.13,0.21
6800,0.32,0.38
6801,0.25,0.6
6802,0.39,0.29
6803,0.63,0.64
6804,0.5,0.76
6805,0.06,0.82
6806,0.07,0.5
6807,0.08,0.82
6808,0.39,0.84
6809,0.04,0.35
6810,0.11,0.78
6811,0.13,0.55
6812,0.18,0.33
6813,0.07,0.4
6814,0.22,0.24
6815,0.16,0.2
6816,0.06,0.1
6817,0.28,0.21
6818,0.03,0.17
6819,0.35,0.65
6820,0.64,0.92
6821,0.18,0.61
6822,0.57,0.67
6823,0.19,0.45
6824,0.05,0.14
6825,0.01,0.18
6826,0.12,0.17
6827,0.06,0.08
6828,0.02,0.15
6829,0.07,0.67
6830,0.24,0.55
6831,0.16,0.26
6832,0.11,0.3
6833,0.02,0.26
6834,0.04,0.24
6835,0.07,0.25
6836,0.1,0.27
6837,0.07,0.12
6838,0.28,0.6
6839,0.37,0.88
6840,0.0,0.34
6841,0.09,0.22
6842,0.04,0.1
6843,0.13,0.73
6844,0.04,0.72
6845,0.22,0.67
6846,0.04,0.28
6847,0.13,0.45
6848,0.17,0.53
6849,0.05,0.58
6850,0.5,0.79
6851,0.14,0.29
6852,0.09,0.52
6853,0.16,0.4
6854,0.06,0.25
6855,0.16,0.59
6856,0.04,0.22
6857,0.06,0.73
6858,0.19,0.19
6859,0.37,0.8
6860,0.08,0.2
6861,0.17,0.23
6862,0.1,0.3
6863,0.57,0.79
6864,0.38,0.6
6865,0.05,0.44
6866,0.0,0.07
6867,0.12,0.25
6868,0.29,0.48
6869,0.6,0.74
6870,0.12,0.25
6871,0.08,0.18
6872,0.04,0.33
6873,0.05,0.52
6874,0.1,0.71
6875,0.22,0.75
6876,0.29,0.6
6877,0.63,0.84
6878,0.63,0.76
6879,0.12,0.18
6880,0.01,0.3
6881,0.0,0.07
6882,0.04,0.28
6883,0.11,0.29
6884,0.34,0.45
6885,0.04,0.14
6886,0.39,0.47
6887,0.25,0.27
6888,0.28,0.52
6889,0.03,0.79
6890,0.5,0.6
6891,0.79,0.89
6892,0.05,0.76
6893,0.04,0.11
6894,0.29,0.41
6895,0.34,0.54
6896,0.1,0.65
6897,0.61,0.7
6898,0.16,0.23
6899,0.38,0.65
6900,0.81,0.89
6901,0.12,0.29
6902,0.25,0.62
6903,0.05,0.67
6904,0.23,0.37
6905,0.21,0.87
6906,0.58,0.48
6907,0.55,0.4
6908,0.14,0.49
6909,0.52,0.7
6910,0.06,0.14
6911,0.17,0.77
6912,0.17,0.59
6913,0.07,0.09
6914,0.08,0.66
6915,0.52,0.85
6916,0.08,0.59
6917,0.05,0.17
6918,0.07,0.48
6919,0.23,0.49
6920,0.3,0.4
6921,0.02,0.91
6922,0.07,0.26
6923,0.12,0.77
6924,0.2,0.44
6925,0.16,0.15
6926,0.03,0.11
6927,0.39,0.26
6928,0.56,0.68
6929,0.04,0.8
6930,0.58,0.8
6931,0.08,0.51
6932,0.04,0.86
6933,0.36,0.55
6934,0.14,0.19
6935,0.16,0.2
6936,0.05,0.17
6937,0.59,0.7
6938,0.37,0.91
6939,0.05,0.15
6940,0.33,0.44
6941,0.75,0.89
6942,0.36,0.44
6943,0.57,0.22
6944,0.24,0.75
6945,0.07,0.22
6946,0.05,0.11
6947,0.11,0.56
6948,0.07,0.17
6949,0.11,0.16
6950,0.18,0.29
6951,0.74,0.92
6952,0.2,0.32
6953,0.42,0.67
6954,0.14,0.74
6955,0.66,0.74
6956,0.03,0.15
6957,0.18,0.26
6958,0.12,0.77
6959,0.02,0.25
6960,0.04,0.44
6961,0.47,0.82
6962,0.36,0.61
6963,0.11,0.26
6964,0.06,0.9
6965,0.25,0.72
6966,0.04,0.09
6967,0.09,0.47
6968,0.12,0.9
6969,0.31,0.55
6970,0.08,0.28
6971,0.01,0.17
6972,0.07,0.3
6973,0.08,0.83
6974,0.29,0.75
6975,0.06,0.13
6976,0.01,0.1
6977,0.37,0.67
6978,0.14,0.55
6979,0.14,0.24
6980,0.6,0.78
6981,0.06,0.65
6982,0.41,0.66
6983,0.34,0.39
6984,0.07,0.25
6985,0.08,0.15
6986,0.41,0.55
6987,0.54,0.74
6988,0.14,0.44
6989,0.6,0.66
6990,0.12,0.57
6991,0.19,0.71
6992,0.4,0.62
6993,0.31,0.55
6994,0.01,0.12
6995,0.15,0.77
6996,0.23,0.37
6997,0.01,0.18
6998,0.05,0.34
6999,0.29,0.67
7000,0.04,0.16
7001,0.16,0.33
7002,0.09,0.17
7003,0.06,0.36
7004,0.05,0.61
7005,0.1,0.56
7006,0.23,0.44
7007,0.17,0.47
7008,0.06,0.93
7009,0.67,0.83
7010,0.13,0.49
7011,0.05,0.16
7012,0.11,0.19
7013,0.05,0.08
7014,0.19,0.24
7015,0.05,0.67
7016,0.55,0.86
7017,0.12,0.96
7018,0.09,0.76
7019,0.15,0.09
7020,0.26,0.2
7021,0.15,0.68
7022,0.28,0.22
7023,0.05,0.13
7024,0.12,0.44
7025,0.04,0.17
7026,0.02,0.19
7027,0.53,0.72
7028,0.05,0.19
7029,0.04,0.17
7030,0.19,0.64
7031,0.73,0.73
7032,0.03,0.11
7033,0.06,0.83
7034,0.31,0.55
7035,0.07,0.66
7036,0.05,0.91
7037,0.31,0.28
7038,0.34,0.57
7039,0.13,0.56
7040,0.11,0.15
7041,0.14,0.91
7042,0.83,0.98
7043,0.7,0.71
7044,0.8,0.83
7045,0.55,0.66
7046,0.11,0.38
7047,0.52,0.79
7048,0.09,0.3
7049,0.25,0.29
7050,0.33,0.31
7051,0.84,0.99
7052,0.02,0.18
7053,0.03,0.42
7054,0.08,0.26
7055,0.31,0.32
7056,0.61,0.75
7057,0.2,0.28
7058,0.23,0.77
7059,0.0,0.09
7060,0.14,0.29
7061,0.45,0.4
7062,0.21,0.43
7063,0.5,0.36
7064,0.12,0.29
7065,0.05,0.12
7066,0.23,0.8
7067,0.04,0.1
7068,0.04,0.15
7069,0.28,0.43
7070,0.07,0.24
7071,0.08,0.49
7072,0.09,0.71
7073,0.13,0.43
7074,0.01,0.07
7075,0.04,0.2
7076,0.21,0.66
7077,0.05,0.14
7078,0.2,0.32
7079,0.08,0.41
7080,0.05,0.32
7081,0.17,0.62
7082,0.05,0.26
7083,0.02,0.14
7084,0.03,0.29
7085,0.05,0.14
7086,0.43,0.71
7087,0.17,0.13
7088,0.39,0.84
7089,0.36,0.54
7090,0.39,0.44
7091,0.04,0.88
7092,0.29,0.59
7093,0.07,0.39
7094,0.17,0.74
7095,0.1,0.21
7096,0.28,0.75
7097,0.03,0.19
7098,0.84,0.75
7099,0.06,0.18
7100,0.29,0.88
7101,0.15,0.41
7102,0.08,0.22
7103,0.57,0.5
7104,0.14,0.13
7105,0.04,0.17
7106,0.31,0.42
7107,0.09,0.11
7108,0.33,0.83
7109,0.15,0.61
7110,0.11,0.25
7111,0.57,0.9
7112,0.78,0.83
7113,0.06,0.13
7114,0.67,0.9
7115,0.19,0.66
7116,0.04,0.05
7117,0.11,0.16
7118,0.37,0.65
7119,0.08,0.6
7120,0.32,0.31
7121,0.65,0.79
7122,0.32,0.8
7123,0.41,0.63
7124,0.54,0.79
7125,0.3,0.59
7126,0.05,0.47
7127,0.07,0.1
7128,0.05,0.18
7129,0.1,0.31
7130,0.09,0.4
7131,0.01,0.1
7132,0.25,0.25
7133,0.04,0.13
7134,0.6,0.75
7135,0.15,0.16
7136,0.06,0.24
7137,0.22,0.39
7138,0.25,0.79
7139,0.03,0.11
7140,0.46,0.52
7141,0.02,0.51
7142,0.19,0.21
7143,0.04,0.06
7144,0.05,0.47
7145,0.68,0.87
7146,0.13,0.69
7147,0.06,0.1
7148,0.49,0.88
7149,0.04,0.28
7150,0.09,0.77
7151,0.37,0.55
7152,0.18,0.38
7153,0.13,0.12
7154,0.29,0.52
7155,0.16,0.71
7156,0.11,0.17
7157,0.03,0.93
7158,0.05,0.08
7159,0.33,0.55
7160,0.22,0.3
7161,0.01,0.53
7162,0.02,0.05
7163,0.04,0.31
7164,0.05,0.82
7165,0.13,0.41
7166,0.01,0.12
7167,0.13,0.32
7168,0.85,0.95
7169,0.01,0.07
7170,0.5,0.74
7171,0.16,0.45
7172,0.02,0.06
7173,0.04,0.08
7174,0.02,0.16
7175,0.17,0.52
7176,0.09,0.32
7177,0.22,0.27
7178,0.25,0.67
7179,0.05,0.46
7180,0.3,0.27
7181,0.04,0.43
7182,0.4,0.77
7183,0.19,0.44
7184,0.18,0.96
7185,0.3,0.73
7186,0.02,0.13
7187,0.89,0.91
7188,0.13,0.09
7189,0.07,0.72
7190,0.04,0.16
7191,0.2,0.41
7192,0.05,0.19
7193,0.08,0.2
7194,0.09,0.16
7195,0.04,0.7
7196,0.13,0.3
7197,0.46,0.87
7198,0.11,0.34
7199,0.5,0.65
7200,0.11,0.63
7201,0.05,0.17
7202,0.13,0.85
7203,0.5,0.65
7204,0.15,0.55
7205,0.01,0.03
7206,0.43,0.66
7207,0.0,0.17
7208,0.45,0.8
7209,0.45,0.63
7210,0.12,0.35
7211,0.34,0.21
7212,0.06,0.17
7213,0.72,0.72
7214,0.13,0.5
7215,0.16,0.5
7216,0.49,0.76
7217,0.03,0.47
7218,0.02,0.35
7219,0.08,0.59
7220,0.71,0.61
7221,0.01,0.07
7222,0.06,0.17
7223,0.6,0.7
7224,0.16,0.5
7225,0.28,0.17
7226,0.55,0.73
7227,0.49,0.85
7228,0.13,0.27
7229,0.08,0.67
7230,0.35,0.48
7231,0.4,0.86
7232,0.78,0.87
7233,0.07,0.11
7234,0.03,0.12
7235,0.01,0.1
7236,0.33,0.63
7237,0.07,0.26
7238,0.06,0.82
7239,0.19,0.85
7240,0.05,0.46
7241,0.02,0.19
7242,0.44,0.86
7243,0.02,0.11
7244,0.09,0.52
7245,0.01,0.05
7246,0.16,0.63
7247,0.89,0.94
7248,0.58,0.69
7249,0.12,0.23
7250,0.05,0.25
7251,0.06,0.15
7252,0.36,0.63
7253,0.12,0.13
7254,0.0,0.04
7255,0.43,0.71
7256,0.02,0.07
7257,0.07,0.55
7258,0.93,0.94
7259,0.77,0.71
7260,0.16,0.5
7261,0.25,0.7
7262,0.17,0.7
7263,0.34,0.59
7264,0.13,0.35
7265,0.2,0.66
7266,0.02,0.15
7267,0.04,0.18
7268,0.07,0.19
7269,0.29,0.18
7270,0.24,0.36
7271,0.25,0.2
7272,0.07,0.31
7273,0.02,0.03
7274,0.29,0.74
7275,0.12,0.43
7276,0.53,0.53
7277,0.11,0.4
7278,0.1,0.21
7279,0.03,0.07
7280,0.1,0.48
7281,0.37,0.49
7282,0.04,0.16
7283,0.12,0.87
7284,0.04,0.07
7285,0.12,0.12
7286,0.06,0.19
7287,0.02,0.11
7288,0.38,0.46
7289,0.22,0.67
7290,0.31,0.78
7291,0.51,0.63
7292,0.28,0.49
7293,0.13,0.91
7294,0.56,0.71
7295,0.15,0.84
7296,0.1,0.37
7297,0.95,0.95
7298,0.07,0.27
7299,0.06,0.23
7300,0.21,0.29
7301,0.13,0.58
7302,0.01,0.27
7303,0.02,0.1
7304,0.71,0.85
7305,0.21,0.33
7306,0.06,0.08
7307,0.37,0.9
7308,0.02,0.17
7309,0.06,0.17
7310,0.14,0.49
7311,0.48,0.47
7312,0.21,0.54
7313,0.02,0.73
7314,0.06,0.27
7315,0.4,0.92
7316,0.55,0.96
7317,0.02,0.19
7318,0.07,0.48
7319,0.08,0.72
7320,0.05,0.19
7321,0.14,0.46
7322,0.11,0.89
7323,0.05,0.63
7324,0.03,0.54
7325,0.22,0.7
7326,0.55,0.88
7327,0.04,0.36
7328,0.25,0.74
7329,0.56,0.85
7330,0.34,0.67
7331,0.08,0.1
7332,0.25,0.83
7333,0.4,0.55
7334,0.18,0.69
7335,0.76,0.92
7336,0.83,0.91
7337,0.14,0.34
7338,0.07,0.08
7339,0.02,0.12
7340,0.04,0.78
7341,0.22,0.52
7342,0.06,0.13
7343,0.25,0.38
7344,0.1,0.24
7345,0.04,0.32
7346,0.11,0.47
7347,0.39,0.28
7348,0.03,0.24
7349,0.12,0.9
7350,0.67,0.73
7351,0.06,0.31
7352,0.66,0.81
7353,0.21,0.68
7354,0.42,0.65
7355,0.14,0.64
7356,0.35,0.48
7357,0.48,0.76
7358,0.19,0.27
7359,0.1,0.48
7360,0.38,0.78
7361,0.05,0.12
7362,0.29,0.26
7363,0.07,0.23
7364,0.13,0.88
7365,0.2,0.46
7366,0.59,0.42
7367,0.03,0.89
7368,0.29,0.68
7369,0.1,0.12
7370,0.86,0.97
7371,0.03,0.08
7372,0.41,0.64
7373,0.13,0.24
7374,0.44,0.82
7375,0.28,0.32
7376,0.06,0.56
7377,0.07,0.49
7378,0.15,0.79
7379,0.05,0.3
7380,0.41,0.74
7381,0.03,0.08
7382,0.11,0.3
7383,0.3,0.26
7384,0.21,0.72
7385,0.08,0.32
7386,0.13,0.42
7387,0.14,0.63
7388,0.12,0.16
7389,0.14,0.13
7390,0.31,0.82
7391,0.01,0.03
7392,0.13,0.17
7393,0.38,0.44
7394,0.01,0.21
7395,0.06,0.17
7396,0.04,0.1
7397,0.07,0.13
7398,0.09,0.81
7399,0.45,0.43
7400,0.37,0.68
7401,0.06,0.16
7402,0.2,0.29
7403,0.07,0.07
7404,0.0,0.05
7405,0.11,0.26
7406,0.5,0.61
7407,0.03,0.06
7408,0.25,0.49
7409,0.4,0.61
7410,0.14,0.53
7411,0.08,0.15
7412,0.15,0.14
7413,0.01,0.04
7414,0.11,0.48
7415,0.58,0.79
7416,0.03,0.1
7417,0.27,0.88
7418,0.03,0.12
7419,0.23,0.41
7420,0.05,0.62
7421,0.13,0.38
7422,0.05,0.4
7423,0.62,0.91
7424,0.08,0.96
7425,0.1,0.18
7426,0.04,0.52
7427,0.42,0.8
7428,0.22,0.74
7429,0.03,0.38
7430,0.37,0.57
7431,0.42,0.54
7432,0.08,0.58
7433,0.11,0.26
7434,0.25,0.7
7435,0.29,0.47
7436,0.24,0.57
7437,0.65,0.82
7438,0.49,0.6
7439,0.58,0.79
7440,0.05,0.13
7441,0.17,0.85
7442,0.13,0.75
7443,0.31,0.87
7444,0.14,0.37
7445,0.02,0.69
7446,0.29,0.67
7447,0.06,0.31
7448,0.07,0.17
7449,0.15,0.15
7450,0.11,0.26
7451,0.03,0.77
7452,0.4,0.83
7453,0.18,0.34
7454,0.22,0.59
7455,0.18,0.44
7456,0.1,0.64
7457,0.06,0.16
7458,0.21,0.9
7459,0.17,0.57
7460,0.35,0.63
7461,0.24,0.21
7462,0.26,0.34
7463,0.41,0.67
7464,0.06,0.11
7465,0.05,0.35
7466,0.04,0.21
7467,0.01,0.21
7468,0.52,0.61
7469,0.07,0.19
7470,0.09,0.45
7471,0.06,0.09
7472,0.1,0.38
7473,0.05,0.1
7474,0.12,0.66
7475,0.35,0.42
7476,0.02,0.06
7477,0.02,0.43
7478,0.02,0.27
7479,0.07,0.24
7480,0.18,0.82
7481,0.21,0.33
7482,0.11,0.92
7483,0.24,0.36
7484,0.26,0.58
7485,0.21,0.83
7486,0.18,0.67
7487,0.08,0.23
7488,0.65,0.89
7489,0.08,0.12
7490,0.76,0.73
7491,0.32,0.45
7492,0.18,0.86
7493,0.06,0.43
7494,0.21,0.76
7495,0.08,0.76
7496,0.15,0.36
7497,0.09,0.89
7498,0.76,0.92
7499,0.17,0.5
7500,0.05,0.1
7501,0.32,0.39
7502,0.14,0.45
7503,0.74,0.92
7504,0.35,0.38
7505,0.13,0.37
7506,0.24,0.73
7507,0.75,0.78
7508,0.04,0.1
7509,0.21,0.95
7510,0.19,0.66
7511,0.06,0.7
7512,0.03,0.69
7513,0.35,0.75
7514,0.18,0.83
7515,0.65,0.64
7516,0.17,0.88
7517,0.09,0.53
7518,0.1,0.87
7519,0.02,0.14
7520,0.01,0.2
7521,0.09,0.15
7522,0.2,0.6
7523,0.12,0.37
7524,0.13,0.46
7525,0.28,0.93
7526,0.18,0.25
7527,0.76,0.91
7528,0.36,0.42
7529,0.06,0.18
7530,0.36,0.32
7531,0.18,0.39
7532,0.23,0.48
7533,0.03,0.09
7534,0.26,0.42
7535,0.2,0.28
7536,0.08,0.1
7537,0.52,0.91
7538,0.74,0.82
7539,0.07,0.67
7540,0.11,0.19
7541,0.16,0.85
7542,0.04,0.19
7543,0.45,0.6
7544,0.08,0.17
7545,0.88,0.96
7546,0.05,0.16
7547,0.38,0.6
7548,0.13,0.24
7549,0.18,0.51
7550,0.4,0.16
7551,0.04,0.4
7552,0.03,0.07
7553,0.23,0.15
7554,0.04,0.04
7555,0.66,0.71
7556,0.24,0.28
7557,0.02,0.09
7558,0.1,0.14
7559,0.49,0.43
7560,0.83,0.76
7561,0.01,0.1
7562,0.07,0.13
7563,0.16,0.45
7564,0.04,0.49
7565,0.1,0.17
7566,0.09,0.5
7567,0.07,0.43
7568,0.85,0.9
7569,0.55,0.53
7570,0.48,0.76
7571,0.28,0.3
7572,0.11,0.19
7573,0.1,0.13
7574,0.14,0.4
7575,0.47,0.74
7576,0.35,0.76
7577,0.18,0.62
7578,0.01,0.14
7579,0.33,0.51
7580,0.22,0.44
7581,0.31,0.83
7582,0.08,0.29
7583,0.8,0.9
7584,0.04,0.84
7585,0.05,0.37
7586,0.27,0.32
7587,0.02,0.25
7588,0.11,0.21
7589,0.17,0.3
7590,0.68,0.87
7591,0.03,0.44
7592,0.09,0.05
7593,0.24,0.16
7594,0.11,0.55
7595,0.26,0.56
7596,0.06,0.52
7597,0.01,0.13
7598,0.05,0.14
7599,0.17,0.48
7600,0.18,0.19
7601,0.03,0.18
7602,0.05,0.15
7603,0.05,0.11
7604,0.05,0.51
7605,0.07,0.12
7606,0.66,0.79
7607,0.24,0.27
7608,0.08,0.22
7609,0.58,0.91
7610,0.09,0.88
7611,0.32,0.75
7612,0.42,0.69
7613,0.04,0.74
7614,0.15,0.52
7615,0.07,0.32
7616,0.14,0.33
7617,0.39,0.62
7618,0.03,0.3
7619,0.17,0.32
7620,0.72,0.91
7621,0.12,0.33
7622,0.09,0.62
7623,0.68,0.84
7624,0.42,0.14
7625,0.23,0.36
7626,0.09,0.27
7627,0.47,0.48
7628,0.04,0.03
7629,0.08,0.11
7630,0.51,0.43
7631,0.46,0.88
7632,0.01,0.05
7633,0.06,0.5
7634,0.21,0.56
7635,0.39,0.61
7636,0.03,0.18
7637,0.05,0.81
7638,0.03,0.15
7639,0.12,0.15
7640,0.12,0.44
7641,0.11,0.82
7642,0.66,0.85
7643,0.16,0.23
7644,0.2,0.2
7645,0.3,0.43
7646,0.1,0.27
7647,0.34,0.47
7648,0.13,0.49
7649,0.33,0.48
7650,0.44,0.82
7651,0.13,0.58
7652,0.07,0.05
7653,0.05,0.75
7654,0.16,0.54
7655,0.12,0.18
7656,0.55,0.85
7657,0.17,0.58
7658,0.62,0.69
7659,0.09,0.8
7660,0.28,0.17
7661,0.08,0.08
7662,0.36,0.61
7663,0.07,0.37
7664,0.14,0.39
7665,0.03,0.14
7666,0.12,0.31
7667,0.12,0.85
7668,0.05,0.55
7669,0.51,0.6
7670,0.12,0.42
7671,0.15,0.81
7672,0.13,0.56
7673,0.17,0.4
7674,0.28,0.66
7675,0.54,0.74
7676,0.04,0.4
7677,0.41,0.77
7678,0.22,0.89
7679,0.15,0.78
7680,0.03,0.08
7681,0.44,0.59
7682,0.4,0.71
7683,0.67,0.99
7684,0.12,0.38
7685,0.02,0.13
7686,0.18,0.56
7687,0.02,0.06
7688,0.1,0.2
7689,0.05,0.44
7690,0.14,0.06
7691,0.35,0.56
7692,0.13,0.31
7693,0.82,0.82
7694,0.25,0.37
7695,0.05,0.15
7696,0.07,0.51
7697,0.0,0.72
7698,0.14,0.28
7699,0.86,0.88
7700,0.33,0.56
7701,0.03,0.26
7702,0.04,0.31
7703,0.28,0.77
7704,0.09,0.23
7705,0.11,0.36
7706,0.03,0.1
7707,0.61,0.84
7708,0.01,0.25
7709,0.13,0.17
7710,0.1,0.63
7711,0.23,0.49
7712,0.02,0.39
7713,0.01,0.15
7714,0.1,0.57
7715,0.04,0.19
7716,0.27,0.38
7717,0.03,0.87
7718,0.08,0.15
7719,0.15,0.1
7720,0.8,0.85
7721,0.07,0.44
7722,0.13,0.41
7723,0.59,0.69
7724,0.02,0.54
7725,0.0,0.19
7726,0.38,0.7
7727,0.74,0.86
7728,0.61,0.86
7729,0.16,0.58
7730,0.01,0.11
7731,0.2,0.58
7732,0.01,0.21
7733,0.16,0.33
7734,0.04,0.27
7735,0.09,0.5
7736,0.13,0.19
7737,0.1,0.22
7738,0.03,0.05
7739,0.01,0.03
7740,0.1,0.47
7741,0.09,0.17
7742,0.01,0.2
7743,0.42,0.54
7744,0.15,0.27
7745,0.76,0.74
7746,0.15,0.79
7747,0.11,0.56
7748,0.21,0.36
7749,0.06,0.37
7750,0.3,0.74
7751,0.09,0.58
7752,0.19,0.45
7753,0.27,0.42
7754,0.07,0.18
7755,0.03,0.18
7756,0.49,0.76
7757,0.07,0.2
7758,0.04,0.2
7759,0.02,0.2
7760,0.5,0.8
7761,0.71,0.79
7762,0.2,0.33
7763,0.93,0.95
7764,0.04,0.09
7765,0.95,0.95
7766,0.14,0.33
7767,0.06,0.62
7768,0.06,0.19
7769,0.29,0.78
7770,0.17,0.2
7771,0.25,0.53
7772,0.02,0.01
7773,0.04,0.3
7774,0.31,0.76
7775,0.2,0.62
7776,0.45,0.67
7777,0.07,0.2
7778,0.13,0.5
7779,0.11,0.25
7780,0.0,0.06
7781,0.19,0.66
7782,0.14,0.1
7783,0.23,0.77
7784,0.06,0.55
7785,0.07,0.29
7786,0.06,0.58
7787,0.36,0.54
7788,0.11,0.44
7789,0.15,0.35
7790,0.24,0.82
7791,0.02,0.13
7792,0.29,0.47
7793,0.15,0.55
7794,0.59,0.83
7795,0.06,0.08
7796,0.06,0.3
7797,0.12,0.24
7798,0.03,0.08
7799,0.1,0.17
7800,0.03,0.08
7801,0.28,0.82
7802,0.52,0.58
7803,0.01,0.69
7804,0.31,0.22
7805,0.06,0.39
7806,0.44,0.97
7807,0.03,0.65
7808,0.11,0.24
7809,0.11,0.5
7810,0.37,0.33
7811,0.13,0.36
7812,0.12,0.39
7813,0.31,0.58
7814,0.35,0.84
7815,0.53,0.77
7816,0.31,0.28
7817,0.25,0.85
7818,0.0,0.07
7819,0.42,0.29
7820,0.08,0.15
7821,0.42,0.25
7822,0.24,0.52
7823,0.07,0.29
7824,0.08,0.28
7825,0.14,0.17
7826,0.01,0.83
7827,0.0,0.16
7828,0.13,0.35
7829,0.19,0.57
7830,0.04,0.18
7831,0.59,0.67
7832,0.02,0.17
7833,0.06,0.73
7834,0.19,0.7
7835,0.48,0.52
7836,0.13,0.24
7837,0.17,0.14
7838,0.58,0.79
7839,0.25,0.47
7840,0.07,0.81
7841,0.12,0.5
7842,0.02,0.09
7843,0.09,0.42
7844,0.42,0.85
7845,0.07,0.17
7846,0.62,0.79
7847,0.15,0.11
7848,0.04,0.26
7849,0.03,0.61
7850,0.67,0.88
7851,0.12,0.6
7852,0.01,0.06
7853,0.12,0.32
7854,0.09,0.24
7855,0.09,0.19
7856,0.15,0.38
7857,0.33,0.84
7858,0.21,0.53
7859,0.06,0.9
7860,0.24,0.27
7861,0.07,0.2
7862,0.19,0.65
7863,0.46,0.72
7864,0.49,0.86
7865,0.27,0.56
7866,0.02,0.06
7867,0.06,0.27
7868,0.2,0.65
7869,0.46,0.26
7870,0.16,0.82
7871,0.4,0.7
